title,Sentimen
bareskrim usut kasus dugaan korupsi proyek rp 871 m di ptpn xi,negatif
revitalisasi industri gula targetkan swasembada untuk konsumsi 2028,positif
10 rekomendasi tempat wisata keluarga di siantarsimalungun,netral
ptpn v manfaatkan drone berantas hama perkebunan sawit,positif
"bersama holding perkebunan, ptpn v gerak cepat bantu korban gempa cianjur",positif
"diduga tutupi bobrok oknum karyawan. menejer kebun terantam, bungkam saat dikonfirmasi oleh wartawan.",negatif
"simak 4 tantangan utama bumn bagi erick thohir, tiko  bgs",netral
ptpn bakal tindak tegas pimpinan perseroan yang terbukti korupsi,positif
"bukan brebes, batang calon relokasi yang dibahas jokowitrump",netral
cara bumn tangkal krisis pangan yang kian dekat,netral
kisah pengusiran meneer belanda dari pabrik tjipetir sukabumi,netral
"perusahaan as hengkang dari china, ri siapkan lahan 4.000 ha",netral
20 juni lapangan merdeka medan dikosongkan,netral
"kunjungi warga onggoboyo, mas dhito dicurhati soal akses air bersih",positif
andre rosiade minta ptpn bantu petani remajakan tanaman kelapa sawit di sumbar,negatif
emakemak geruduk rumah kades di lahat gegara listrik sering padam,negatif
jabar hari ini kekejaman majikan yang diungkap rohimah,negatif
"wisata kota tua surabaya mulai direvitalisasi, kawasan eropa dipercantik",positif
tak efisien  buruknya manajemen sebabkan bumn merugi,negatif
pembangunan huntap penyintas pergerakan tanah sukabumi disetop,negatif
"perusahaan sawit palmco mau ipo, targetkan raup dana hingga rp 10 t",positif
spbun tegaskan tak ada sengketa lahan antara warga dan ptpn,netral
puluhan barista adu jago di festival kopi nusantara bondowoso,positif
ptpn iv regional iii optimalkan aset dan perkuat umkm,positif
ipo bumn sugar co tunggu ini dulu,netral
ptpn iv regional iii bersinergi dengan pemerintah kota pekanbaru dan para siswa man 2 pekanbaru lakukan penghijauan kota,positif
"kelompok tani di rohul dapat kucuran rp 1,3 m untuk pulihkan ekonomi",positif
jegerr erick thohir sebut ada permainan industri gula ri,negatif
"sulap limbah jadi ebt, ri gandeng 3 perusahaan jepang",positif
"sukses di ptpn iv regional iii, rurianto dipercaya nakhodai regional i sumatera utara",positif
"holding perkebunan cetak laba rp 5 t, naik 66,4",positif
"ikut hari menanam pohon, taspen ikhtiar jaga kelestarian lingkungan",netral
"sepekan dirawat, gajah sakit bagian mulut di aceh timur mati",negatif
5 pembunuh anggota geng motor di bandung barat ditangkap,positif
gubernur khofifah bantu warga terdampak banjir kalibaru banyuwangi,positif
ptpn iv regional iii siapkan 400 kursi gratis mudik bersama bumn 2025,positif
pupuk indonesia ajak umkm perluas pasar lewat padi umkm expo 2023,positif
"merger ptpn, palmco  supportingco jadi raja sawit dunia",positif
"niat awal ziarah, malah mabuk  berujung petaka karena ngonten di atas sutet",negatif
"bumn perkebunan geber swasembada gula, begini jurusnya",positif
blakblakan brigjen tumilaar marah ke sentul city soal lahanpreman,negatif
"program 3 juta rumah diusulkan jadi psn, nusron beberkan alasannya",netral
pemprov dukung ptpn iv regional iii wujudkan swasembada pangan energi di riau,positif
"luhut sudah ditelepon tesla soal pabrik, lahan sudah siap",netral
"diluncurkan bulan ini, bbm bioetanol berbasis tebu lolos uji coba 500 kmhari",positif
"palmco incar ipo hingga rp 10 t, ada yang untuk bangun pabrik",netral
"temui warga onggoboyo, mas dhito janji hadirkan akses jalanair bersih",positif
bumn perkebunan pasok daun teh buat starbucks,netral
"sentil krisis migor ri, erick swasta jangan jadi orang asing",netral
pemerintah gelar operasi pasar besarbesaran mulai pekan depan,positif
kisah jatuhnya takhta ri penguasa gula yang kini tinggal kenangan,netral
ptpn v manfaatkan drone optimalkan produksi perkebunan sawit,positif
"100 persen rspo, ptpn iv regional iii rambah sertifikasi ip segregasi  riau pos",positif
sejarah bekas balai penelitian tembakau deli jadi kantor gubernur sumut,netral
"andre rosiade salurkan bantuan rp 1,4 m untuk korban gempa sumbar",positif
holding bumn ptpn disentil bpk apa yang tak beres sih,negatif
program manis swasembada gula digelar sejumlah kementerian di lumajang,positif
"muncul lagi selebaran di klaten, ada yang singgung eks mensos juliari",negatif
pengen kerja di bumn ini tips dan triknya,netral
"rapat bersama tim menkopolhukam, pemprov riau dan pemkab kampar terkait lahan ptpn v dan persukuan piliang ganting sepakati tiga poin",positif
geber transformasi ptpn dari gelap jadi untung,positif
"nusapro, inovasi milenial ptpn v pengawal produktivitas berkelanjutan",netral
terkuak ini alasan 7 bumn dibubarkan,netral
"naikkan produktivitas petani, kunci kemandirian gula nasional",netral
"ngeri nekat ngonten panjat sutet saat mabuk, pria garut gosong kesetrum",negatif
"produksi gula ri ditargetkan 2,7 juta ton di 2025, tertinggi sepanjang sejarah",positif
kpk tetapkan eks direktur bumn ptpn xi tersangka korupsi lahan,negatif
"4 dapen bumn diselidiki kejagung, wamen tiko ungkap hal ini",negatif
8 perusahaan green business terbaik green economic forum 2023,positif
kabar duka komut ptpn xi wafat akibat terjangkit covid19,netral
"biaya bengkak malaysia batalkan proyek kereta cepat, jokowi malah lanjut pakai apbn",negatif
"perkuat silaturahmi jelang bulan suci, forkompinda olahraga bersama di ptpn v",positif
jokowi targetkan produksi bbm baru bisa jutaan kl di 2030,netral
